Series ID,Year,Period,Label,Value
APU0000703111,2013,M04,2013 Apr,3.479
APU0000703111,2013,M05,2013 May,3.461
APU0000703111,2013,M06,2013 Jun,3.403
APU0000703111,2013,M07,2013 Jul,3.423
APU0000703111,2013,M08,2013 Aug,3.511
APU0000703111,2013,M09,2013 Sep,3.445
APU0000703111,2013,M10,2013 Oct,3.492
APU0000703111,2013,M11,2013 Nov,3.610
APU0000703111,2013,M12,2013 Dec,3.585
APU0000703111,2014,M01,2014 Jan,3.586
APU0000703111,2014,M02,2014 Feb,3.733
APU0000703111,2014,M03,2014 Mar,3.745
APU0000703111,2014,M04,2014 Apr,3.886
APU0000703111,2014,M05,2014 May,3.849
APU0000703111,2014,M06,2014 Jun,3.907
APU0000703111,2014,M07,2014 Jul,3.917
APU0000703111,2014,M08,2014 Aug,4.024
APU0000703111,2014,M09,2014 Sep,4.201
APU0000703111,2014,M10,2014 Oct,4.294
APU0000703111,2014,M11,2014 Nov,4.260
APU0000703111,2014,M12,2014 Dec,4.217
APU0000703111,2015,M01,2015 Jan,4.375
APU0000703111,2015,M02,2015 Feb,4.403
APU0000703111,2015,M03,2015 Mar,4.364
APU0000703111,2015,M04,2015 Apr,4.323
APU0000703111,2015,M05,2015 May,4.308
APU0000703111,2015,M06,2015 Jun,4.324
APU0000703111,2015,M07,2015 Jul,4.266
APU0000703111,2015,M08,2015 Aug,4.222
APU0000703111,2015,M09,2015 Sep,4.195
APU0000703111,2015,M10,2015 Oct,4.119
APU0000703111,2015,M11,2015 Nov,4.082
APU0000703111,2015,M12,2015 Dec,4.025
APU0000703111,2016,M01,2016 Jan,4.019
APU0000703111,2016,M02,2016 Feb,3.945
APU0000703111,2016,M03,2016 Mar,3.929
APU0000703111,2016,M04,2016 Apr,3.933
APU0000703111,2016,M05,2016 May,3.902
APU0000703111,2016,M06,2016 Jun,3.840
APU0000703111,2016,M07,2016 Jul,3.807
APU0000703111,2016,M08,2016 Aug,3.912
APU0000703111,2016,M09,2016 Sep,3.791
APU0000703111,2016,M10,2016 Oct,3.742
APU0000703111,2016,M11,2016 Nov,3.703
APU0000703111,2016,M12,2016 Dec,3.619
APU0000703111,2017,M01,2017 Jan,3.621
APU0000703111,2017,M02,2017 Feb,3.549
APU0000703111,2017,M03,2017 Mar,3.590
APU0000703111,2017,M04,2017 Apr,3.675
APU0000703111,2017,M05,2017 May,3.645
APU0000703111,2017,M06,2017 Jun,3.768
APU0000703111,2017,M07,2017 Jul,3.866
APU0000703111,2017,M08,2017 Aug,3.785
APU0000703111,2017,M09,2017 Sep,3.801
APU0000703111,2017,M10,2017 Oct,3.703
APU0000703111,2017,M11,2017 Nov,3.775
APU0000703111,2017,M12,2017 Dec,3.729
APU0000703111,2018,M01,2018 Jan,3.668
APU0000703111,2018,M02,2018 Feb,3.659
APU0000703111,2018,M03,2018 Mar,3.728
APU0000703111,2018,M04,2018 Apr,3.775
APU0000703111,2018,M05,2018 May,3.688
APU0000703111,2018,M06,2018 Jun,3.824
APU0000703111,2018,M07,2018 Jul,3.786
APU0000703111,2018,M08,2018 Aug,3.738
APU0000703111,2018,M09,2018 Sep,3.701
APU0000703111,2018,M10,2018 Oct,3.692
APU0000703111,2018,M11,2018 Nov,3.745
APU0000703111,2018,M12,2018 Dec,3.709
APU0000703111,2019,M01,2019 Jan,3.727
APU0000703111,2019,M02,2019 Feb,3.847
APU0000703111,2019,M03,2019 Mar,3.831
APU0000703111,2019,M04,2019 Apr,3.907
APU0000703111,2019,M05,2019 May,4.023
APU0000703111,2019,M06,2019 Jun,3.951
APU0000703111,2019,M07,2019 Jul,4.001
APU0000703111,2019,M08,2019 Aug,4.019
APU0000703111,2019,M09,2019 Sep,3.885
APU0000703111,2019,M10,2019 Oct,4.027
APU0000703111,2019,M11,2019 Nov,3.993
APU0000703111,2019,M12,2019 Dec,4.066
APU0000703111,2020,M01,2020 Jan,4.100
APU0000703111,2020,M02,2020 Feb,4.033
APU0000703111,2020,M03,2020 Mar,4.108
APU0000703111,2020,M04,2020 Apr,4.343
APU0000703111,2020,M05,2020 May,4.789
APU0000703111,2020,M06,2020 Jun,5.330
APU0000703111,2020,M07,2020 Jul,4.732
APU0000703111,2020,M08,2020 Aug,4.307
APU0000703112,1984,M01,1984 Jan,1.290
APU0000703112,1984,M02,1984 Feb,1.340
APU0000703112,1984,M03,1984 Mar,1.308
APU0000703112,1984,M04,1984 Apr,1.331
APU0000703112,1984,M05,1984 May,1.301
APU0000703112,1984,M06,1984 Jun,1.269
APU0000703112,1984,M07,1984 Jul,1.249
APU0000703112,1984,M08,1984 Aug,1.280
APU0000703112,1984,M09,1984 Sep,1.268
APU0000703112,1984,M10,1984 Oct,1.246
APU0000703112,1984,M11,1984 Nov,1.266
APU0000703112,1984,M12,1984 Dec,1.298
APU0000703112,1985,M01,1985 Jan,1.284
APU0000703112,1985,M02,1985 Feb,1.283
APU0000703112,1985,M03,1985 Mar,1.282
APU0000703112,1985,M04,1985 Apr,1.267
APU0000703112,1985,M05,1985 May,1.213
APU0000703112,1985,M06,1985 Jun,1.205
APU0000703112,1985,M07,1985 Jul,1.200
APU0000703112,1985,M08,1985 Aug,1.207
APU0000703112,1985,M09,1985 Sep,1.205
APU0000703112,1985,M10,1985 Oct,1.189
APU0000703112,1985,M11,1985 Nov,1.238
APU0000703112,1985,M12,1985 Dec,1.277
APU0000703112,1986,M01,1986 Jan,1.275
APU0000703112,1986,M02,1986 Feb,1.263
APU0000703112,1986,M03,1986 Mar,1.267
APU0000703112,1986,M04,1986 Apr,1.219
APU0000703112,1986,M05,1986 May,1.187
APU0000703112,1986,M06,1986 Jun,1.165
APU0000703112,1986,M07,1986 Jul,1.189
APU0000703112,1986,M08,1986 Aug,1.225
APU0000703112,1986,M09,1986 Sep,1.234
APU0000703112,1986,M10,1986 Oct,1.225
APU0000703112,1986,M11,1986 Nov,1.278
APU0000703112,1986,M12,1986 Dec,1.257
APU0000703112,1987,M01,1987 Jan,1.300
APU0000703112,1987,M02,1987 Feb,1.271
APU0000703112,1987,M03,1987 Mar,1.278
APU0000703112,1987,M04,1987 Apr,1.294
APU0000703112,1987,M05,1987 May,1.318
APU0000703112,1987,M06,1987 Jun,1.301
APU0000703112,1987,M07,1987 Jul,1.313
APU0000703112,1987,M08,1987 Aug,1.322
APU0000703112,1987,M09,1987 Sep,1.323
APU0000703112,1987,M10,1987 Oct,1.326
APU0000703112,1987,M11,1987 Nov,1.351
APU0000703112,1987,M12,1987 Dec,1.322
APU0000703112,1988,M01,1988 Jan,1.314
APU0000703112,1988,M02,1988 Feb,1.315
APU0000703112,1988,M03,1988 Mar,1.342
APU0000703112,1988,M04,1988 Apr,1.336
APU0000703112,1988,M05,1988 May,1.365
APU0000703112,1988,M06,1988 Jun,1.388
APU0000703112,1988,M07,1988 Jul,1.373
APU0000703112,1988,M08,1988 Aug,1.370
APU0000703112,1988,M09,1988 Sep,1.372
APU0000703112,1988,M10,1988 Oct,1.394
APU0000703112,1988,M11,1988 Nov,1.409
APU0000703112,1988,M12,1988 Dec,1.399
APU0000703112,1989,M01,1989 Jan,1.397
APU0000703112,1989,M02,1989 Feb,1.366
APU0000703112,1989,M03,1989 Mar,1.434
APU0000703112,1989,M04,1989 Apr,1.424
APU0000703112,1989,M05,1989 May,1.437
APU0000703112,1989,M06,1989 Jun,1.436
APU0000703112,1989,M07,1989 Jul,1.438
APU0000703112,1989,M08,1989 Aug,1.447
APU0000703112,1989,M09,1989 Sep,1.458
APU0000703112,1989,M10,1989 Oct,1.449
APU0000703112,1989,M11,1989 Nov,1.491
APU0000703112,1989,M12,1989 Dec,1.501
APU0000703112,1990,M01,1990 Jan,1.557
APU0000703112,1990,M02,1990 Feb,1.572
APU0000703112,1990,M03,1990 Mar,1.571
APU0000703112,1990,M04,1990 Apr,1.593
APU0000703112,1990,M05,1990 May,1.577
APU0000703112,1990,M06,1990 Jun,1.593
APU0000703112,1990,M07,1990 Jul,1.581
APU0000703112,1990,M08,1990 Aug,1.576
APU0000703112,1990,M09,1990 Sep,1.594
APU0000703112,1990,M10,1990 Oct,1.582
APU0000703112,1990,M11,1990 Nov,1.622
APU0000703112,1990,M12,1990 Dec,1.630
APU0000703112,1991,M01,1991 Jan,1.647
APU0000703112,1991,M02,1991 Feb,1.632
APU0000703112,1991,M03,1991 Mar,1.610
APU0000703112,1991,M04,1991 Apr,1.611
APU0000703112,1991,M05,1991 May,1.624
APU0000703112,1991,M06,1991 Jun,1.604
APU0000703112,1991,M07,1991 Jul,1.586
APU0000703112,1991,M08,1991 Aug,1.578
APU0000703112,1991,M09,1991 Sep,1.553
APU0000703112,1991,M10,1991 Oct,1.552
APU0000703112,1991,M11,1991 Nov,1.567
APU0000703112,1991,M12,1991 Dec,1.577
APU0000703112,1992,M01,1992 Jan,1.601
APU0000703112,1992,M02,1992 Feb,1.587
APU0000703112,1992,M03,1992 Mar,1.545
APU0000703112,1992,M04,1992 Apr,1.563
APU0000703112,1992,M05,1992 May,1.545
APU0000703112,1992,M06,1992 Jun,1.535
APU0000703112,1992,M07,1992 Jul,1.487
APU0000703112,1992,M08,1992 Aug,1.533
APU0000703112,1992,M09,1992 Sep,1.521
APU0000703112,1992,M10,1992 Oct,1.546
APU0000703112,1992,M11,1992 Nov,1.535
APU0000703112,1992,M12,1992 Dec,1.500
APU0000703112,1993,M01,1993 Jan,1.565
APU0000703112,1993,M02,1993 Feb,1.562
APU0000703112,1993,M03,1993 Mar,1.562
APU0000703112,1993,M04,1993 Apr,1.588
APU0000703112,1993,M05,1993 May,1.560
APU0000703112,1993,M06,1993 Jun,1.562
APU0000703112,1993,M07,1993 Jul,1.577
APU0000703112,1993,M08,1993 Aug,1.573
APU0000703112,1993,M09,1993 Sep,1.551
APU0000703112,1993,M10,1993 Oct,1.556
APU0000703112,1993,M11,1993 Nov,1.600
APU0000703112,1993,M12,1993 Dec,1.574
APU0000703112,1994,M01,1994 Jan,1.561
APU0000703112,1994,M02,1994 Feb,1.555
APU0000703112,1994,M03,1994 Mar,1.576
APU0000703112,1994,M04,1994 Apr,1.482
APU0000703112,1994,M05,1994 May,1.489
APU0000703112,1994,M06,1994 Jun,1.511
APU0000703112,1994,M07,1994 Jul,1.456
APU0000703112,1994,M08,1994 Aug,1.460
APU0000703112,1994,M09,1994 Sep,1.463
APU0000703112,1994,M10,1994 Oct,1.416
APU0000703112,1994,M11,1994 Nov,1.376
APU0000703112,1994,M12,1994 Dec,1.380
APU0000703112,1995,M01,1995 Jan,1.381
APU0000703112,1995,M02,1995 Feb,1.426
APU0000703112,1995,M03,1995 Mar,1.392
APU0000703112,1995,M04,1995 Apr,1.365
APU0000703112,1995,M05,1995 May,1.322
APU0000703112,1995,M06,1995 Jun,1.333
APU0000703112,1995,M07,1995 Jul,1.365
APU0000703112,1995,M08,1995 Aug,1.328
APU0000703112,1995,M09,1995 Sep,1.376
APU0000703112,1995,M10,1995 Oct,1.371
APU0000703112,1995,M11,1995 Nov,1.368
APU0000703112,1995,M12,1995 Dec,1.403
APU0000703112,1996,M01,1996 Jan,1.350
APU0000703112,1996,M02,1996 Feb,1.403
APU0000703112,1996,M03,1996 Mar,1.375
APU0000703112,1996,M04,1996 Apr,1.354
APU0000703112,1996,M05,1996 May,1.319
APU0000703112,1996,M06,1996 Jun,1.324
APU0000703112,1996,M07,1996 Jul,1.352
APU0000703112,1996,M08,1996 Aug,1.391
APU0000703112,1996,M09,1996 Sep,1.360
APU0000703112,1996,M10,1996 Oct,1.371
APU0000703112,1996,M11,1996 Nov,1.403
APU0000703112,1996,M12,1996 Dec,1.424
APU0000703112,1997,M01,1997 Jan,1.409
APU0000703112,1997,M02,1997 Feb,1.398
APU0000703112,1997,M03,1997 Mar,1.356
APU0000703112,1997,M04,1997 Apr,1.381
APU0000703112,1997,M05,1997 May,1.382
APU0000703112,1997,M06,1997 Jun,1.408
APU0000703112,1997,M07,1997 Jul,1.402
APU0000703112,1997,M08,1997 Aug,1.394
APU0000703112,1997,M09,1997 Sep,1.420
APU0000703112,1997,M10,1997 Oct,1.406
APU0000703112,1997,M11,1997 Nov,1.409
APU0000703112,1997,M12,1997 Dec,1.392
APU0000703112,1998,M01,1998 Jan,1.457
APU0000703112,1998,M02,1998 Feb,1.398
APU0000703112,1998,M03,1998 Mar,1.413
APU0000703112,1998,M04,1998 Apr,1.419
APU0000703112,1998,M05,1998 May,1.411
APU0000703112,1998,M06,1998 Jun,1.388
APU0000703112,1998,M07,1998 Jul,1.447
APU0000703112,1998,M08,1998 Aug,1.426
APU0000703112,1998,M09,1998 Sep,1.361
APU0000703112,1998,M10,1998 Oct,1.393
APU0000703112,1998,M11,1998 Nov,1.442
APU0000703112,1998,M12,1998 Dec,1.388
APU0000703112,1999,M01,1999 Jan,1.382
APU0000703112,1999,M02,1999 Feb,1.431
APU0000703112,1999,M03,1999 Mar,1.404
APU0000703112,1999,M04,1999 Apr,1.429
APU0000703112,1999,M05,1999 May,1.444
APU0000703112,1999,M06,1999 Jun,1.448
APU0000703112,1999,M07,1999 Jul,1.435
APU0000703112,1999,M08,1999 Aug,1.442
APU0000703112,1999,M09,1999 Sep,1.484
APU0000703112,1999,M10,1999 Oct,1.496
APU0000703112,1999,M11,1999 Nov,1.518
APU0000703112,1999,M12,1999 Dec,1.528
APU0000703112,2000,M01,2000 Jan,1.483
APU0000703112,2000,M02,2000 Feb,1.516
APU0000703112,2000,M03,2000 Mar,1.532
APU0000703112,2000,M04,2000 Apr,1.584
APU0000703112,2000,M05,2000 May,1.570
APU0000703112,2000,M06,2000 Jun,1.556
APU0000703112,2000,M07,2000 Jul,1.574
APU0000703112,2000,M08,2000 Aug,1.611
APU0000703112,2000,M09,2000 Sep,1.579
APU0000703112,2000,M10,2000 Oct,1.582
APU0000703112,2000,M11,2000 Nov,1.621
APU0000703112,2000,M12,2000 Dec,1.625
APU0000703112,2001,M01,2001 Jan,1.693
APU0000703112,2001,M02,2001 Feb,1.732
APU0000703112,2001,M03,2001 Mar,1.740
APU0000703112,2001,M04,2001 Apr,1.763
APU0000703112,2001,M05,2001 May,1.735
APU0000703112,2001,M06,2001 Jun,1.703
APU0000703112,2001,M07,2001 Jul,1.680
APU0000703112,2001,M08,2001 Aug,1.634
APU0000703112,2001,M09,2001 Sep,1.717
APU0000703112,2001,M10,2001 Oct,1.713
APU0000703112,2001,M11,2001 Nov,1.747
APU0000703112,2001,M12,2001 Dec,1.713
APU0000703112,2002,M01,2002 Jan,1.734
APU0000703112,2002,M02,2002 Feb,1.700
APU0000703112,2002,M03,2002 Mar,1.740
APU0000703112,2002,M04,2002 Apr,1.784
APU0000703112,2002,M05,2002 May,1.737
APU0000703112,2002,M06,2002 Jun,1.719
APU0000703112,2002,M07,2002 Jul,1.659
APU0000703112,2002,M08,2002 Aug,1.669
APU0000703112,2002,M09,2002 Sep,1.676
APU0000703112,2002,M10,2002 Oct,1.721
APU0000703112,2002,M11,2002 Nov,1.721
APU0000703112,2002,M12,2002 Dec,1.693
APU0000703112,2003,M01,2003 Jan,1.722
APU0000703112,2003,M02,2003 Feb,1.778
APU0000703112,2003,M03,2003 Mar,1.858
APU0000703112,2003,M04,2003 Apr,1.855
APU0000703112,2003,M05,2003 May,1.856
APU0000703112,2003,M06,2003 Jun,1.932
APU0000703112,2003,M07,2003 Jul,1.878
APU0000703112,2003,M08,2003 Aug,2.006
APU0000703112,2003,M09,2003 Sep,2.022
APU0000703112,2003,M10,2003 Oct,2.010
APU0000703112,2003,M11,2003 Nov,2.256
APU0000703112,2003,M12,2003 Dec,2.232
APU0000703112,2004,M01,2004 Jan,2.260
APU0000703112,2004,M02,2004 Feb,2.250
APU0000703112,2004,M03,2004 Mar,2.196
APU0000703112,2004,M04,2004 Apr,2.089
APU0000703112,2004,M05,2004 May,2.125
APU0000703112,2004,M06,2004 Jun,2.078
APU0000703112,2004,M07,2004 Jul,2.095
APU0000703112,2004,M08,2004 Aug,2.130
APU0000703112,2004,M09,2004 Sep,2.121
APU0000703112,2004,M10,2004 Oct,2.210
APU0000703112,2004,M11,2004 Nov,2.216
APU0000703112,2004,M12,2004 Dec,2.140
APU0000703112,2005,M01,2005 Jan,2.191
APU0000703112,2005,M02,2005 Feb,2.229
APU0000703112,2005,M03,2005 Mar,2.218
APU0000703112,2005,M04,2005 Apr,2.309
APU0000703112,2005,M05,2005 May,2.363
APU0000703112,2005,M06,2005 Jun,2.338
APU0000703112,2005,M07,2005 Jul,2.299
APU0000703112,2005,M08,2005 Aug,2.422
APU0000703112,2005,M09,2005 Sep,2.377
APU0000703112,2005,M10,2005 Oct,2.206
APU0000703112,2005,M11,2005 Nov,2.302
APU0000703112,2005,M12,2005 Dec,2.303
APU0000703112,2006,M01,2006 Jan,2.277
APU0000703112,2006,M02,2006 Feb,2.188
APU0000703112,2006,M03,2006 Mar,2.251
APU0000703112,2006,M04,2006 Apr,2.228
APU0000703112,2006,M05,2006 May,2.240
APU0000703112,2006,M06,2006 Jun,2.237
APU0000703112,2006,M07,2006 Jul,2.147
APU0000703112,2006,M08,2006 Aug,2.213
APU0000703112,2006,M09,2006 Sep,2.202
APU0000703112,2006,M10,2006 Oct,2.206
APU0000703112,2006,M11,2006 Nov,2.206
APU0000703112,2006,M12,2006 Dec,2.259
APU0000703112,2007,M01,2007 Jan,2.185
APU0000703112,2007,M02,2007 Feb,2.304
APU0000703112,2007,M03,2007 Mar,2.292
APU0000703112,2007,M04,2007 Apr,2.254
APU0000703112,2007,M05,2007 May,2.307
APU0000703112,2007,M06,2007 Jun,2.333
APU0000703112,2007,M07,2007 Jul,2.366
APU0000703112,2007,M08,2007 Aug,2.395
APU0000703112,2007,M09,2007 Sep,2.372
APU0000703112,2007,M10,2007 Oct,2.260
APU0000703112,2007,M11,2007 Nov,2.289
APU0000703112,2007,M12,2007 Dec,2.234
APU0000703112,2008,M01,2008 Jan,2.328
APU0000703112,2008,M02,2008 Feb,2.381
APU0000703112,2008,M03,2008 Mar,2.293
APU0000703112,2008,M04,2008 Apr,2.323
APU0000703112,2008,M05,2008 May,2.313
APU0000703112,2008,M06,2008 Jun,2.269
APU0000703112,2008,M07,2008 Jul,2.258
APU0000703112,2008,M08,2008 Aug,2.371
APU0000703112,2008,M09,2008 Sep,2.419
APU0000703112,2008,M10,2008 Oct,2.402
APU0000703112,2008,M11,2008 Nov,2.357
APU0000703112,2008,M12,2008 Dec,2.406
APU0000703112,2009,M01,2009 Jan,2.357
APU0000703112,2009,M02,2009 Feb,2.436
APU0000703112,2009,M03,2009 Mar,2.269
APU0000703112,2009,M04,2009 Apr,2.251
APU0000703112,2009,M05,2009 May,2.257
APU0000703112,2009,M06,2009 Jun,2.234
APU0000703112,2009,M07,2009 Jul,2.147
APU0000703112,2009,M08,2009 Aug,2.134
APU0000703112,2009,M09,2009 Sep,2.138
APU0000703112,2009,M10,2009 Oct,2.177
APU0000703112,2009,M11,2009 Nov,2.062
APU0000703112,2009,M12,2009 Dec,2.186
APU0000703112,2010,M01,2010 Jan,2.279
APU0000703112,2010,M02,2010 Feb,2.277
APU0000703112,2010,M03,2010 Mar,2.240
APU0000703112,2010,M04,2010 Apr,2.364
APU0000703112,2010,M05,2010 May,2.309
APU0000703112,2010,M06,2010 Jun,2.400
APU0000703112,2010,M07,2010 Jul,2.453
APU0000703112,2010,M08,2010 Aug,2.502
APU0000703112,2010,M09,2010 Sep,2.398
APU0000703112,2010,M10,2010 Oct,2.397
APU0000703112,2010,M11,2010 Nov,2.394
APU0000703112,2010,M12,2010 Dec,2.378
APU0000703112,2011,M01,2011 Jan,2.533
APU0000703112,2011,M02,2011 Feb,2.659
APU0000703112,2011,M03,2011 Mar,2.715
APU0000703112,2011,M04,2011 Apr,2.722
APU0000703112,2011,M05,2011 May,2.694
APU0000703112,2011,M06,2011 Jun,2.774
APU0000703112,2011,M07,2011 Jul,2.818
APU0000703112,2011,M08,2011 Aug,2.819
APU0000703112,2011,M09,2011 Sep,2.868
APU0000703112,2011,M10,2011 Oct,2.876
APU0000703112,2011,M11,2011 Nov,2.899
APU0000703112,2011,M12,2011 Dec,2.921
APU0000703112,2012,M01,2012 Jan,3.005
APU0000703112,2012,M02,2012 Feb,2.947
APU0000703112,2012,M03,2012 Mar,3.016
APU0000703112,2012,M04,2012 Apr,2.998
APU0000703112,2012,M05,2012 May,2.995
APU0000703112,2012,M06,2012 Jun,3.007
APU0000703112,2012,M07,2012 Jul,3.085
APU0000703112,2012,M08,2012 Aug,2.991
APU0000703112,2012,M09,2012 Sep,3.024
APU0000703112,2012,M11,2012 Nov,3.175
APU0000703112,2012,M12,2012 Dec,3.080
APU0000703112,2013,M01,2013 Jan,3.407
APU0000703112,2013,M02,2013 Feb,3.379
APU0000703112,2013,M03,2013 Mar,3.332
APU0000703112,2013,M04,2013 Apr,3.268
APU0000703112,2013,M05,2013 May,3.311
APU0000703112,2013,M06,2013 Jun,3.382
APU0000703112,2013,M07,2013 Jul,3.459
APU0000703112,2013,M08,2013 Aug,3.454
APU0000703112,2013,M09,2013 Sep,3.502
APU0000703112,2013,M10,2013 Oct,3.389
APU0000703112,2013,M11,2013 Nov,3.477
APU0000703112,2013,M12,2013 Dec,3.460
APU0000703112,2014,M01,2014 Jan,3.467
APU0000703112,2014,M02,2014 Feb,3.555
APU0000703112,2014,M03,2014 Mar,3.698
APU0000703112,2014,M04,2014 Apr,3.808
APU0000703112,2014,M05,2014 May,3.856
APU0000703112,2014,M06,2014 Jun,3.880
APU0000703112,2014,M07,2014 Jul,3.884
APU0000703112,2014,M08,2014 Aug,4.013
APU0000703112,2014,M09,2014 Sep,4.096
APU0000703112,2014,M10,2014 Oct,4.154
APU0000703112,2014,M11,2014 Nov,4.201
APU0000703112,2014,M12,2014 Dec,4.156
APU0000703112,2015,M01,2015 Jan,4.235
APU0000703112,2015,M02,2015 Feb,4.238
APU0000703112,2015,M03,2015 Mar,4.200
APU0000703112,2015,M04,2015 Apr,4.231
APU0000703112,2015,M05,2015 May,4.136
APU0000703112,2015,M06,2015 Jun,4.221
APU0000703112,2015,M07,2015 Jul,4.200
APU0000703112,2015,M08,2015 Aug,4.159
APU0000703112,2015,M09,2015 Sep,4.126
APU0000703112,2015,M10,2015 Oct,4.083
APU0000703112,2015,M11,2015 Nov,4.113
APU0000703112,2015,M12,2015 Dec,4.060
APU0000703112,2016,M01,2016 Jan,3.978
APU0000703112,2016,M02,2016 Feb,3.964
APU0000703112,2016,M03,2016 Mar,3.955
APU0000703112,2016,M04,2016 Apr,3.815
APU0000703112,2016,M05,2016 May,3.717
APU0000703112,2016,M06,2016 Jun,3.725
APU0000703112,2016,M07,2016 Jul,3.690
APU0000703112,2016,M08,2016 Aug,3.657
APU0000703112,2016,M09,2016 Sep,3.665
APU0000703112,2016,M10,2016 Oct,3.679
APU0000703112,2016,M11,2016 Nov,3.597
APU0000703112,2016,M12,2016 Dec,3.559
APU0000703112,2017,M01,2017 Jan,3.553
APU0000703112,2017,M02,2017 Feb,3.557
APU0000703112,2017,M03,2017 Mar,3.594
APU0000703112,2017,M04,2017 Apr,3.547
APU0000703112,2017,M05,2017 May,3.559
APU0000703112,2017,M06,2017 Jun,3.679
APU0000703112,2017,M07,2017 Jul,3.754
APU0000703112,2017,M08,2017 Aug,3.732
APU0000703112,2017,M09,2017 Sep,3.707
APU0000703112,2017,M10,2017 Oct,3.688
APU0000703112,2017,M11,2017 Nov,3.638
APU0000703112,2017,M12,2017 Dec,3.708
APU0000703112,2018,M01,2018 Jan,3.641
APU0000703112,2018,M02,2018 Feb,3.642
APU0000703112,2018,M03,2018 Mar,3.657
APU0000703112,2018,M04,2018 Apr,3.730
APU0000703112,2018,M05,2018 May,3.685
APU0000703112,2018,M06,2018 Jun,3.729
APU0000703112,2018,M07,2018 Jul,3.745
APU0000703112,2018,M08,2018 Aug,3.792
APU0000703112,2018,M09,2018 Sep,3.743
APU0000703112,2018,M10,2018 Oct,3.714
APU0000703112,2018,M11,2018 Nov,3.781
APU0000703112,2018,M12,2018 Dec,3.725
APU0000703112,2019,M01,2019 Jan,3.801
APU0000703112,2019,M02,2019 Feb,3.758
APU0000703112,2019,M03,2019 Mar,3.725
APU0000703112,2019,M04,2019 Apr,3.775
APU0000703112,2019,M05,2019 May,3.822
APU0000703112,2019,M06,2019 Jun,3.812
APU0000703112,2019,M07,2019 Jul,3.800
APU0000703112,2019,M08,2019 Aug,3.819
APU0000703112,2019,M09,2019 Sep,3.851
APU0000703112,2019,M10,2019 Oct,3.841
APU0000703112,2019,M11,2019 Nov,3.812
APU0000703112,2019,M12,2019 Dec,3.862
APU0000703112,2020,M01,2020 Jan,3.886
APU0000703112,2020,M02,2020 Feb,3.865
APU0000703112,2020,M03,2020 Mar,3.881
APU0000703112,2020,M04,2020 Apr,4.052
APU0000703112,2020,M05,2020 May,4.461
APU0000703112,2020,M06,2020 Jun,4.737
APU0000703112,2020,M07,2020 Jul,4.264
APU0000703112,2020,M08,2020 Aug,4.177
APU0000704111,1980,M01,1980 Jan,1.453
APU0000704111,1980,M02,1980 Feb,1.410
APU0000704111,1980,M03,1980 Mar,1.361
APU0000704111,1980,M04,1980 Apr,1.323
APU0000704111,1980,M05,1980 May,1.266
APU0000704111,1980,M06,1980 Jun,1.271
APU0000704111,1980,M07,1980 Jul,1.371
APU0000704111,1980,M08,1980 Aug,1.469
APU0000704111,1980,M09,1980 Sep,1.617
APU0000704111,1980,M10,1980 Oct,1.641
APU0000704111,1980,M11,1980 Nov,1.684
APU0000704111,1980,M12,1980 Dec,1.711
APU0000704111,1981,M01,1981 Jan,1.668
APU0000704111,1981,M02,1981 Feb,1.638
APU0000704111,1981,M03,1981 Mar,1.596
APU0000704111,1981,M04,1981 Apr,1.530
APU0000704111,1981,M05,1981 May,1.548
APU0000704111,1981,M06,1981 Jun,1.601
APU0000704111,1981,M07,1981 Jul,1.665
APU0000704111,1981,M08,1981 Aug,1.693
APU0000704111,1981,M09,1981 Sep,1.753
APU0000704111,1981,M10,1981 Oct,1.780
APU0000704111,1981,M11,1981 Nov,1.766
APU0000704111,1981,M12,1981 Dec,1.751
APU0000704111,1982,M01,1982 Jan,1.747
APU0000704111,1982,M02,1982 Feb,1.811
APU0000704111,1982,M03,1982 Mar,1.824
APU0000704111,1982,M04,1982 Apr,1.894
APU0000704111,1982,M05,1982 May,1.982
APU0000704111,1982,M06,1982 Jun,2.070
APU0000704111,1982,M07,1982 Jul,2.101
APU0000704111,1982,M08,1982 Aug,2.200
APU0000704111,1982,M09,1982 Sep,2.360
APU0000704111,1982,M10,1982 Oct,2.334
APU0000704111,1982,M11,1982 Nov,2.186
APU0000704111,1982,M12,1982 Dec,2.128
APU0000704111,1983,M01,1983 Jan,2.123
APU0000704111,1983,M02,1983 Feb,2.147
APU0000704111,1983,M03,1983 Mar,2.072
APU0000704111,1983,M04,1983 Apr,2.003
APU0000704111,1983,M05,1983 May,1.951
APU0000704111,1983,M06,1983 Jun,1.910
APU0000704111,1983,M07,1983 Jul,1.918
APU0000704111,1983,M08,1983 Aug,1.876
APU0000704111,1983,M09,1983 Sep,1.914
APU0000704111,1983,M10,1983 Oct,1.857
APU0000704111,1983,M11,1983 Nov,1.773
APU0000704111,1983,M12,1983 Dec,1.758
APU0000704111,1984,M01,1984 Jan,1.812
APU0000704111,1984,M02,1984 Feb,1.881
APU0000704111,1984,M03,1984 Mar,1.803
APU0000704111,1984,M04,1984 Apr,1.798
APU0000704111,1984,M05,1984 May,1.817
APU0000704111,1984,M06,1984 Jun,1.832
APU0000704111,1984,M07,1984 Jul,1.901
APU0000704111,1984,M08,1984 Aug,1.902
APU0000704111,1984,M09,1984 Sep,1.889
APU0000704111,1984,M10,1984 Oct,1.895
